jvm;options;iteration;exitcode;duration;DRAM;CPU
11.0.10-sapmchn;deafult;3;0;20492194;264919056;937492474
11.0.9-trava;deafult;3;0;20297870;263758292;934056935
8.0.232-trava;deafult;3;0;23622878;307243110;1100616262
20.2.0.r11-grl; -XX:-UseJVMCICompiler;3;0;19848946;257128771;917593477
20.2.0.r11-grl; -Dgraal.CompilerConfiguration=community;3;0;25275257;329526565;1189172677
20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;3;0;17740078;229510130;844286535
15.0.1.j9-adpt; -XcompilationThreads1;3;0;17421420;224666348;795627967
15.0.1.j9-adpt; -XcompilationThreads3;3;0;17269291;226014216;799280180
15.0.1.j9-adpt; -XcompilationThreads7;3;0;17243584;223580108;791699206
15.0.1.j9-adpt; -Xjit:count=0;3;0;23361226;304404149;1097729062
15.0.1.j9-adpt; -Xjit:count=1;3;0;15621908;203046070;764685237
15.0.1.j9-adpt; -Xjit:count=10;3;0;17614676;227478229;820957616
15.0.1.j9-adpt; -Xjit:count=100;3;0;17689497;227895259;829582899
15.0.1.j9-adpt; -Xjit:optlevel=cold;3;0;23671952;308785411;1115734510
15.0.1.j9-adpt; -Xjit:optlevel=warm;3;0;16069044;206723732;753877770
15.0.1.j9-adpt; -Xjit:optlevel=hot;3;0;25248096;330742777;1186266617
15.0.1.j9-adpt; -Xjit:optlevel=veryhot;3;0;25570858;331856234;1205761562
15.0.1.j9-adpt; -Xjit:optlevel=scorching;3;0;25389527;331098916;1185053607
15.0.1-open; -XX:-TieredCompilation;3;0;20594581;268509416;967466029
15.0.1-open; -XX:TieredStopAtLevel=0;3;0;370880564;4927256768;18515508631
15.0.1-open; -XX:TieredStopAtLevel=1;3;0;15057274;192493768;703020661
15.0.1-open; -XX:TieredStopAtLevel=2;3;0;25943998;338382007;1273757603
15.0.1-open; -XX:TieredStopAtLevel=3;3;0;38670207;507912402;1876754472
15.0.1-open; -XX:TieredStopAtLevel=4;3;0;20563629;265590558;940676363
15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;3;0;20411690;265476038;968901817
20.2.0.r11-grl; -XX:+UseG1GC;3;0;25450176;331503922;1196446766
20.2.0.r11-grl; -XX:ParallelGCThreads=5;3;0;25237267;329194738;1181472134
20.2.0.r11-grl; -XX:ConcGCThreads=5;3;0;25131449;326953380;1190954350
20.2.0.r11-grl; -XX:ParallelGCThreads=1;3;0;25083239;327285834;1181504971
20.2.0.r11-grl; -XX:ConcGCThreads=1;3;0;25049049;328367132;1176593301
20.2.0.r11-grl; -XX:+DisableExplicitGC;3;0;25175908;329769208;1178758640
20.2.0.r11-grl; -XX:+UseParallelGC;3;0;25239224;329547128;1167936707
20.2.0.r11-grl; -XX:+UseParallelOldGC;3;0;25147226;328587864;1165104195
20.2.0.r11-grl; -XX:MaxGCPauseMillis=5000 -XX:GCTimeRatio=2;3;0;25214287;327284304;1183992940
15.0.1.j9-adpt; -Xgc:concurrentScavenge;3;0;17241927;-65490458909;795897804
15.0.1.j9-adpt; -Xgc:scvNoAdaptiveTenure;3;0;17239851;222437275;786649719
15.0.1.j9-adpt; -Xgcpolicy:balanced;3;0;17486721;224912264;799549407
15.0.1.j9-adpt; -Xgcpolicy:gencon;3;0;17263410;222551092;800704311
15.0.1.j9-adpt; -Xgcpolicy:metronome;3;0;17603773;-65485824708;825148583
15.0.1.j9-adpt; -Xgcpolicy:nogc;3;0;17157085;222135804;787296080
15.0.1.j9-adpt; -Xgcpolicy:optavgpause;3;0;17340451;223403975;803039631
15.0.1.j9-adpt; -Xgcpolicy:optthruput;3;0;18980689;244958340;896295862
15.0.1-open; -XX:+UseG1GC;3;0;20466937;265155379;942881070
15.0.1-open; -XX:ParallelGCThreads=5;3;0;20473923;265358227;948902417
15.0.1-open; -XX:ConcGCThreads=5;3;0;20603641;269844157;954757748
15.0.1-open; -XX:ParallelGCThreads=1;3;0;20538084;268654337;955431941
15.0.1-open; -XX:ConcGCThreads=1;3;0;20594054;266626903;956013360
15.0.1-open; -XX:+DisableExplicitGC;3;0;20521555;265808369;954808530
15.0.1-open; -XX:+UseParallelGC;3;0;20451059;266397663;944730735
15.0.1-open; -XX:+UseParallelOldGC;3;0;20530860;267474081;946803851
15.0.1-open; -XX:+UseSerialGC;3;0;20427218;264377406;940618503
15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+UseEpsilonGC -XX:+AlwaysPreTouch;3;0;21041257;274584984;982031299
