jvm;options;iteration;exitcode;duration;DRAM;CPU
15.0.1-open; -XX:ConcGCThreads=5;2;0;17801112;254699834;1097773313
15.0.1-open; -XX:ParallelGCThreads=1;2;0;18069085;256214580;1131008518
15.0.1-open; -XX:ConcGCThreads=1;2;0;17677296;252142011;1101469532
15.0.1-open; -XX:+DisableExplicitGC;2;0;18710695;265138932;1144972593
15.0.1-open; -XX:+UseParallelGC;2;0;18043881;257754602;1107041844
15.0.1-open; -XX:+UseParallelOldGC;2;0;18770253;264939053;1154389745
15.0.1-open; -XX:+UseSerialGC;2;0;18627604;270567312;1158668298
15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+UseEpsilonGC -XX:+AlwaysPreTouch;2;0;19506928;279567201;1193337704
16.0.0.j9-adpt;default;3;0;20603902;298809321;1315550587
16.0.0.hs-adpt;default;3;0;18467436;263281956;1134925806
11.0.11.j9-adpt;default;3;0;18784210;269450350;1124391470
11.0.11.hs-adpt;default;3;0;19614387;277978831;1177089394
11.0.10.j9-adpt;default;3;0;18960748;273123176;1188449839
11.0.10.hs-adpt;default;3;0;20384513;287513301;1204151091
8.0.292.j9-adpt;default;3;0;18617383;268136034;1113780351
8.0.292.hs-adpt;default;3;0;21439847;302821227;1285899418
8.0.282.j9-adpt;default;3;0;19421747;278606360;1174653304
8.0.282.hs-adpt;default;3;0;20224241;287118438;1207867941
11.0.9.4-albba;default;3;0;20208313;283994041;1207538474
8.5.5-albba;default;3;0;21627902;309241718;1299520964
16.0.1.9.1-amzn;default;3;0;18156500;258419035;1109911893
16.0.0.36.1-amzn;default;3;0;18002952;255014448;1109239592
15.0.2.7.1-amzn;default;3;0;17897183;254389734;1116926157
11.0.11.9.1-amzn;default;3;0;19878238;280738889;1203970857
11.0.10.9.1-amzn;default;3;0;19743415;280339819;1183489646
8.292.10.1-amzn;default;3;0;23163159;342075625;1420422510
8.282.08.1-amzn;default;3;0;21671625;306560990;1256155414
16.0.0-zulu;default;3;0;18012650;259263855;1146109187
16.0.0.fx-zulu;default;3;0;19364316;278365553;1185189349
15.0.2.fx-zulu;default;3;0;18789765;266630346;1155177035
11.0.11-zulu;default;3;0;19618341;277220012;1175221357
11.0.10-zulu;default;3;0;20703194;289907322;1224604287
11.0.10.fx-zulu;default;3;0;19717672;276501631;1175885356
8.0.292-zulu;default;3;0;23737938;353370452;1445345847
8.0.282-zulu;default;3;0;21665385;305883674;1274167758
8.0.282.fx-zulu;default;3;0;21682246;308844943;1289489435
16.0.1.fx-librca;default;3;0;19493759;276831315;1193243833
16.0.1-librca;default;3;0;18363880;263380779;1139086806
16.0.0.fx-librca;default;3;0;18087811;257756345;1123933829
16.0.0-librca;default;3;0;17911753;255274548;1097332029
11.0.11.fx-librca;default;3;0;20995993;295329092;1228863126
11.0.11-librca;default;3;0;19900734;282802798;1187586803
11.0.10.fx-librca;default;3;0;20044538;284316549;1223499249
11.0.10-librca;default;3;0;20053416;283725082;1187831127
8.0.292.fx-librca;default;3;0;21798625;307570468;1284194283
8.0.292-librca;default;3;0;21559668;305462740;1291158987
8.0.282.fx-librca;default;3;0;20188019;288068338;1185870499
8.0.282-librca;default;3;0;20363563;311016105;1310952758
21.1.0.r16-grl;default;3;0;17399391;244781716;1055053816
21.1.0.r11-grl;default;3;0;16562584;238687268;996375562
21.1.0.r8-grl;default;3;0;18224882;262094905;1163366955
21.0.0.2.r11-grl;default;3;0;17051819;244389685;1046024605
21.0.0.2.r8-grl;default;3;0;18977687;284489974;1190451969
20.3.2.r11-grl;default;3;0;17401353;247850117;1067277969
20.3.2.r8-grl;default;3;0;17661595;253456893;1104055829
20.3.1.2.r11-grl;default;3;0;17274448;247915248;1078554429
20.3.1.2.r8-grl;default;3;0;18072090;262569512;1126984358
19.3.6.r11-grl;default;3;0;18308261;258356137;1112483235
19.3.6.r8-grl;default;3;0;18428372;262106671;1128589824
19.3.5.r11-grl;default;3;0;18039790;254425414;1107642184
19.3.5.r8-grl;default;3;0;18832192;271230781;1163850109
17.ea.19-open;default;3;0;18730826;265456881;1163638318
17.ea.6.lm-open;default;3;0;18948762;268972439;1185573442
17.ea.2.pma-open;default;3;0;18242120;259949801;1109290495
16-open;default;3;0;19096093;272771857;1184033406
16.0.1-open;default;3;0;18236614;261112263;1105605751
11.0.11-open;default;3;0;19934955;279773382;1191505922
11.0.10-open;default;3;0;19838065;278911992;1184020162
11.0.2-open;default;3;0;19139819;268833010;1153391761
8.0.292-open;default;3;0;21842567;309593405;1284014963
8.0.282-open;default;3;0;20149256;287851645;1220896960
8.0.265-open;default;3;0;19383154;275685161;1153347328
21.0.0.0-mandrel;default;3;0;19898351;281435299;1179840608
20.3.1.2-mandrel;default;3;0;20104463;282002454;1195466971
11.0.11.9.1-ms;default;3;0;19841669;280032994;1181000517
11.0.10.9-ms;default;3;0;19694572;283820600;1184509724
16-sapmchn;default;3;0;18021013;260582777;1144507141
16.0.1-sapmchn;default;3;0;19264189;272481678;1184740192
15.0.2-sapmchn;default;3;0;18745671;262723262;1150388963
11.0.11-sapmchn;default;3;0;21293309;300135664;1259565746
