jvm;options;iteration;exitcode;duration;DRAM;CPU
17.ea.2.pma-open;default;2;0;39596081;530704322;1832278696
16-open;default;2;0;41542477;560058152;1853566849
16.0.1-open;default;2;0;39534777;534466179;1828563434
11.0.11-open;default;2;0;39684597;531932806;1826190637
11.0.10-open;default;2;0;39568929;531774557;1831150524
11.0.2-open;default;2;0;39434232;527648239;1816179189
8.0.292-open;default;2;0;64004030;863577380;2832105421
8.0.282-open;default;2;0;62730563;841127093;2797098980
8.0.265-open;default;2;0;64152856;862736385;2858617865
21.0.0.0-mandrel;default;2;0;39974109;537590943;1812668943
20.3.1.2-mandrel;default;2;0;39683391;532574670;1808756661
11.0.11.9.1-ms;default;2;0;39580418;530880822;1821400244
11.0.10.9-ms;default;2;0;39737860;534029885;1822870883
16-sapmchn;default;2;0;39582625;530415197;1805653947
16.0.1-sapmchn;default;2;0;40959059;550936415;1832390816
15.0.2-sapmchn;default;2;0;39953085;538926237;1824319304
11.0.11-sapmchn;default;2;0;39634093;533637256;1845103002
11.0.10-sapmchn;default;2;0;39510148;533385157;1847218110
8.0.232-trava;default;2;0;64265903;863519545;2866500780
20.2.0.r11-grl; -XX:-UseJVMCICompiler;2;0;39505128;529796894;1808526254
20.2.0.r11-grl; -Dgraal.CompilerConfiguration=community;2;0;39606398;531810528;1814989861
20.2.0.r11-grl; -Dgraal.CompilerConfiguration=economy;2;0;39411771;528147279;1806852552
15.0.1.j9-adpt; -XcompilationThreads1;2;0;43961670;592938877;2034563211
15.0.1.j9-adpt; -XcompilationThreads3;2;0;44671298;599887036;2058685464
15.0.1.j9-adpt; -XcompilationThreads7;2;0;44742745;600884673;2053180901
15.0.1.j9-adpt; -Xjit:count=0;2;0;51805725;698658588;2311378787
15.0.1.j9-adpt; -Xjit:count=1;2;0;45073440;609582983;2188288953
15.0.1.j9-adpt; -Xjit:count=10;2;0;43907421;591795830;2019101825
15.0.1.j9-adpt; -Xjit:count=100;2;0;44634861;601481541;2069761913
15.0.1.j9-adpt; -Xjit:optlevel=cold;2;0;44643803;599011294;2048032782
15.0.1.j9-adpt; -Xjit:optlevel=warm;2;0;44917385;603712786;2061170322
15.0.1.j9-adpt; -Xjit:optlevel=hot;2;0;46206147;622640768;2086978422
15.0.1.j9-adpt; -Xjit:optlevel=veryhot;2;0;45417052;610887553;2086448822
15.0.1.j9-adpt; -Xjit:optlevel=scorching;2;0;45385214;611504999;2147239071
15.0.1-open; -XX:-TieredCompilation;2;0;39739150;534988888;1817001880
15.0.1-open; -XX:TieredStopAtLevel=0;2;0;46854746;629947175;2193968383
15.0.1-open; -XX:TieredStopAtLevel=1;2;0;39441000;527979009;1822800632
15.0.1-open; -XX:TieredStopAtLevel=2;2;0;39637138;534393443;1830483656
15.0.1-open; -XX:TieredStopAtLevel=3;2;0;39624370;529803045;1841462266
15.0.1-open; -XX:TieredStopAtLevel=4;2;0;39285941;526063648;1833085212
15.0.1-open; -XX:+UnlockExperimentalVMOptions -XX:+EnableJVMCI -XX:-UseJVMCICompiler;2;0;39455546;530243425;1846167271
20.2.0.r11-grl; -XX:+UseG1GC;2;0;39457440;529122990;1827141014
20.2.0.r11-grl; -XX:ParallelGCThreads=5;2;0;39360340;528561986;1836041625
20.2.0.r11-grl; -XX:ConcGCThreads=5;2;0;39507832;533111532;1839760914
20.2.0.r11-grl; -XX:ParallelGCThreads=1;2;0;40215081;541286736;1828551288
20.2.0.r11-grl; -XX:ConcGCThreads=1;2;0;40333695;544398831;1851090354
20.2.0.r11-grl; -XX:+DisableExplicitGC;2;0;39683363;534140151;1834110722
20.2.0.r11-grl; -XX:+UseParallelGC;2;0;39401128;528469957;1798902438
20.2.0.r11-grl; -XX:+UseParallelOldGC;2;0;39434423;528398091;1820649332
20.2.0.r11-grl; -XX:MaxGCPauseMillis=5000 -XX:GCTimeRatio=2;2;0;39722661;533047272;1836586302
15.0.1.j9-adpt; -Xgc:concurrentScavenge;2;0;43732770;588684897;2009006819
15.0.1.j9-adpt; -Xgc:scvNoAdaptiveTenure;2;0;44293473;594590007;2042399435
15.0.1.j9-adpt; -Xgcpolicy:balanced;2;0;45339096;607684223;2094366952
15.0.1.j9-adpt; -Xgcpolicy:gencon;2;0;45860370;614414646;2126140247
15.0.1.j9-adpt; -Xgcpolicy:metronome;2;0;47121834;630792164;2173131889
15.0.1.j9-adpt; -Xgcpolicy:nogc;2;0;44536175;598705187;2077163628
15.0.1.j9-adpt; -Xgcpolicy:optavgpause;2;0;44392896;592375945;2038466217
15.0.1.j9-adpt; -Xgcpolicy:optthruput;2;0;43635528;583019367;2018239705
15.0.1-open; -XX:+UseG1GC;2;0;39430118;526970724;1836955563
